loan_id,account_id,date,Norm_date,amount,duration,payments,status,Status
5134,825,970202,1925-05-08,53076,12,4423,A,Contract Finished
5419,2246,970205,1928-05-07,415800,60,6930,C,Running Contract
6255,6158,970208,1931-05-08,247920,48,5165,D,Client in Debt
5656,3353,970209,1932-05-07,146064,24,6086,C,Running Contract
6934,9494,970209,1932-05-07,116832,12,9736,A,Contract Finished
6028,5072,970209,1932-05-07,317520,60,5292,C,Running Contract
6490,7262,970210,1933-05-08,73260,60,1221,C,Running Contract
6415,6950,970212,1935-05-08,475680,48,9910,C,Running Contract
7087,10215,970220,1943-05-08,44304,24,1846,C,Running Contract
5420,2247,970224,1947-05-08,72504,24,3021,C,Running Contract
5977,4803,970225,1948-05-07,59136,48,1232,C,Running Contract
6824,9052,970226,1949-05-08,71976,24,2999,D,Client in Debt
5207,1244,970228,1951-05-08,35904,48,748,C,Running Contract
7115,10351,970304,1927-06-05,88704,48,1848,C,Running Contract
7250,11069,970304,1927-06-05,119136,48,2482,C,Running Contract
6010,4969,970306,1929-06-05,150180,60,2503,C,Running Contract
6088,5317,970307,1930-06-05,90180,36,2505,C,Running Contract
5682,3455,970307,1930-06-05,67464,12,5622,A,Contract Finished
7201,10807,970307,1930-06-05,67464,12,5622,A,Contract Finished
6938,9504,970310,1933-06-05,341280,60,5688,C,Running Contract
6875,9235,970313,1936-06-05,83280,48,1735,C,Running Contract
5953,4715,970314,1937-06-05,97176,24,4049,C,Running Contract
5942,4681,970315,1938-06-05,162624,48,3388,C,Running Contract
5382,2134,970317,1940-06-05,22932,36,637,C,Running Contract
6377,6792,970317,1940-06-05,17184,12,1432,A,Contract Finished
5931,4618,970317,1940-06-05,66696,24,2779,D,Client in Debt
5992,4863,970318,1941-06-05,76080,12,6340,A,Contract Finished
5790,4033,970320,1943-06-05,84288,48,1756,C,Running Contract
6753,8688,970320,1943-06-05,67980,12,5665,A,Contract Finished
6562,7674,970321,1944-06-05,94488,24,3937,C,Running Contract
7046,10049,970328,1951-06-05,91632,12,7636,A,Contract Finished
5868,4361,970329,1952-06-05,90156,12,7513,A,Contract Finished
5784,3967,970329,1952-06-05,84600,36,2350,D,Client in Debt
5878,4415,970401,1924-07-06,74040,12,6170,A,Contract Finished
5110,675,970401,1924-07-06,102240,60,1704,C,Running Contract
5210,1252,970401,1924-07-06,148140,36,4115,C,Running Contract
7230,10954,970402,1925-07-06,18720,60,312,C,Running Contract
5005,176,970410,1933-07-06,27456,12,2288,A,Contract Finished
6871,9225,970413,1936-07-06,164256,48,3422,C,Running Contract
5363,2051,970422,1945-07-06,293880,60,4898,D,Client in Debt
7253,11079,970426,1949-07-06,98304,12,8192,A,Contract Finished
6055,5181,970428,1951-07-06,399120,60,6652,C,Running Contract
5072,472,970428,1951-07-06,196800,24,8200,D,Client in Debt
6913,9377,970429,1952-07-06,99936,24,4164,C,Running Contract
6386,6856,970430,1953-07-06,124344,36,3454,C,Running Contract
5634,3229,970501,1924-08-05,39024,12,3252,A,Contract Finished
5758,3859,970502,1925-08-05,307200,60,5120,D,Client in Debt
6819,9031,970503,1926-08-05,50112,24,2088,C,Running Contract
7088,10233,970503,1926-08-05,239160,60,3986,C,Running Contract
5039,314,970503,1926-08-05,66840,24,2785,C,Running Contract
5532,2754,970504,1927-08-05,335280,48,6985,C,Running Contract
6037,5118,970504,1927-08-05,53232,48,1109,C,Running Contract
6322,6510,970506,1929-08-05,76992,24,3208,C,Running Contract
6887,9263,970508,1931-08-05,39576,12,3298,A,Contract Finished
6660,8094,970509,1932-08-05,220428,36,6123,C,Running Contract
5451,2350,970511,1934-08-05,159744,48,3328,C,Running Contract
6014,4999,970518,1941-08-05,165168,36,4588,C,Running Contract
5556,2872,970519,1942-08-05,268320,60,4472,C,Running Contract
6346,6649,970522,1945-08-05,100260,60,1671,C,Running Contract
5850,4293,970522,1945-08-05,164196,36,4561,C,Running Contract
5940,4660,970528,1951-08-05,106944,24,4456,C,Running Contract
7119,10361,970602,1925-09-05,86880,12,7240,A,Contract Finished
5253,1447,970603,1926-09-05,100080,48,2085,C,Running Contract
6851,9138,970603,1926-09-05,272220,60,4537,D,Client in Debt
6695,8320,970604,1927-09-05,309660,60,5161,C,Running Contract
6908,9353,970608,1931-09-05,188616,24,7859,C,Running Contract
7255,11096,970609,1932-09-05,213300,60,3555,C,Running Contract
5674,3418,970610,1933-09-05,207264,48,4318,C,Running Contract
6278,6265,970610,1933-09-05,87360,24,3640,C,Running Contract
5486,2516,970613,1936-09-05,466608,48,9721,C,Running Contract
5174,1093,970613,1936-09-05,385104,48,8023,C,Running Contract
6621,7957,970614,1937-09-05,42900,12,3575,A,Contract Finished
6313,6461,970615,1938-09-05,150912,36,4192,C,Running Contract
6435,7045,970616,1939-09-05,288720,48,6015,C,Running Contract
6970,9677,970617,1940-09-05,31620,60,527,C,Running Contract
6310,6440,970617,1940-09-05,34572,12,2881,A,Contract Finished
5932,4626,970618,1941-09-05,33348,12,2779,A,Contract Finished
6877,9241,970619,1942-09-05,285240,60,4754,C,Running Contract
6763,8772,970619,1942-09-05,88272,48,1839,C,Running Contract
7085,10202,970619,1942-09-05,305424,48,6363,C,Running Contract
7049,10063,970624,1947-09-05,233424,36,6484,C,Running Contract
6959,9633,970630,1953-09-05,59448,24,2477,D,Client in Debt
5214,1270,970701,1924-10-05,74772,36,2077,C,Running Contract
6350,6678,970709,1932-10-05,294384,48,6133,C,Running Contract
5063,442,970710,1933-10-05,357840,48,7455,D,Client in Debt
5041,319,970711,1934-10-05,369000,60,6150,C,Running Contract
5086,525,970716,1939-10-05,210384,48,4383,C,Running Contract
6942,9513,970716,1939-10-05,18324,12,1527,A,Contract Finished
5270,1528,970721,1944-10-05,191088,48,3981,C,Running Contract
6705,8381,970725,1948-10-05,333648,48,6951,D,Client in Debt
7051,10068,970728,1951-10-05,77808,12,6484,A,Contract Finished
6758,8742,970729,1952-10-05,33144,12,2762,A,Contract Finished
6249,6138,970730,1953-10-05,67608,24,2817,C,Running Contract
5808,4099,970731,1954-10-05,41856,48,872,C,Running Contract
5377,2116,970804,1927-11-05,92400,12,7700,A,Contract Finished
5446,2334,970804,1927-11-05,48312,24,2013,C,Running Contract
5856,4320,970809,1932-11-05,51360,12,4280,B,Loan Not Paid
4986,97,970810,1933-11-05,102876,12,8573,A,Contract Finished
7001,9859,970810,1933-11-05,300600,60,5010,C,Running Contract
6677,8169,970812,1935-11-05,97980,60,1633,C,Running Contract
6665,8114,970815,1938-11-05,99300,60,1655,C,Running Contract
5817,4127,970815,1938-11-05,100800,24,4200,D,Client in Debt
6984,9730,970815,1938-11-05,116040,60,1934,C,Running Contract
6541,7565,970817,1940-11-05,153504,48,3198,C,Running Contract
5117,718,970820,1943-11-05,76944,12,6412,A,Contract Finished
6097,5362,970821,1944-11-05,202848,48,4226,C,Running Contract
5389,2165,970822,1945-11-05,78600,24,3275,C,Running Contract
7219,10905,970823,1946-11-05,57120,48,1190,C,Running Contract
6338,6592,970824,1947-11-05,390660,60,6511,C,Running Contract
6922,9424,970826,1949-11-05,83628,36,2323,C,Running Contract
5367,2064,970826,1949-11-05,83628,36,2323,C,Running Contract
5638,3249,970827,1950-11-05,68124,12,5677,A,Contract Finished
5830,4190,970828,1951-11-05,405780,60,6763,C,Running Contract
5338,1888,970830,1953-11-05,57360,12,4780,B,Loan Not Paid
6007,4949,970830,1953-11-05,289920,48,6040,C,Running Contract
6612,7907,970831,1954-11-05,97392,12,8116,A,Contract Finished
5718,3637,970901,1924-12-06,14028,12,1169,A,Contract Finished
6104,5395,970905,1928-12-06,158184,36,4394,C,Running Contract
5229,1329,970906,1929-12-06,23520,12,1960,A,Contract Finished
6625,7966,970907,1930-12-06,473280,60,7888,D,Client in Debt
5206,1242,970907,1930-12-06,128544,24,5356,C,Running Contract
5963,4746,970907,1930-12-06,204780,60,3413,C,Running Contract
4990,110,970908,1931-12-06,162576,36,4516,C,Running Contract
6641,8026,970909,1932-12-06,128268,36,3563,C,Running Contract
5369,2080,970912,1935-12-06,214596,36,5961,C,Running Contract
6196,5837,970914,1937-12-06,177804,36,4939,C,Running Contract
5236,1374,970915,1938-12-06,389136,48,8107,C,Running Contract
5719,3664,970920,1943-12-06,271584,48,5658,C,Running Contract
5643,3273,970921,1944-12-06,94512,12,7876,B,Loan Not Paid
7050,10065,970923,1946-12-06,311232,48,6484,C,Running Contract
6355,6699,970924,1947-12-06,127200,48,2650,C,Running Contract
6688,8268,970926,1949-12-06,8616,24,359,C,Running Contract
6239,6083,970928,1951-12-06,360864,48,7518,D,Client in Debt
5531,2753,970930,1953-12-06,66432,24,2768,C,Running Contract
6113,5445,971001,1925-01-05,78696,36,2186,C,Running Contract
7181,10679,971002,1926-01-05,197808,24,8242,C,Running Contract
6118,5477,971004,1928-01-05,349392,48,7279,C,Running Contract
7264,11141,971007,1931-01-05,44940,12,3745,A,Contract Finished
5343,1906,971008,1932-01-05,44952,24,1873,C,Running Contract
5051,378,971011,1935-01-05,230400,60,3840,C,Running Contract
5779,3942,971014,1938-01-05,107352,36,2982,C,Running Contract
6605,7890,971014,1938-01-05,79344,48,1653,C,Running Contract
6655,8085,971017,1941-01-05,260400,60,4340,D,Client in Debt
6534,7542,971019,1943-01-05,590820,60,9847,C,Running Contract
5681,3448,971020,1944-01-05,68664,24,2861,C,Running Contract
6607,7894,971021,1945-01-05,153144,36,4254,C,Running Contract
6242,6097,971022,1946-01-05,26208,36,728,C,Running Contract
7242,11027,971023,1947-01-05,48096,24,2004,C,Running Contract
7277,11231,971024,1948-01-05,89280,12,7440,A,Contract Finished
6675,8158,971101,1925-02-05,238716,36,6631,C,Running Contract
5398,2187,971104,1928-02-05,53472,12,4456,A,Contract Finished
5956,4725,971104,1928-02-05,168264,36,4674,C,Running Contract
5731,3711,971105,1929-02-05,460980,60,7683,D,Client in Debt
6956,9631,971109,1933-02-05,59448,24,2477,C,Running Contract
6437,7052,971109,1933-02-05,63972,36,1777,D,Client in Debt
5447,2335,971112,1936-02-05,541200,60,9020,D,Client in Debt
5973,4784,971124,1948-02-05,219456,48,4572,C,Running Contract
6075,5267,971126,1950-02-05,129312,24,5388,D,Client in Debt
5281,1580,971127,1951-02-05,194256,24,8094,C,Running Contract
5103,666,971128,1952-02-05,12540,12,1045,A,Contract Finished
6468,7176,971130,1954-02-05,203940,60,3399,C,Running Contract
7209,10857,971130,1954-02-05,385560,60,6426,D,Client in Debt
5584,2986,971206,1930-03-07,24792,24,1033,C,Running Contract
4988,103,971206,1930-03-07,265320,36,7370,D,Client in Debt
6502,7424,971208,1932-03-06,30276,12,2523,A,Contract Finished
5651,3329,971208,1932-03-06,19248,12,1604,A,Contract Finished
4962,25,971208,1932-03-06,30276,12,2523,A,Contract Finished
5862,4342,971209,1933-03-07,100128,24,4172,C,Running Contract
7199,10789,971209,1933-03-07,45768,12,3814,A,Contract Finished
6727,8505,971210,1934-03-07,42840,12,3570,A,Contract Finished
7279,11244,971211,1935-03-07,155760,24,6490,C,Running Contract
6544,7594,971211,1935-03-07,130464,48,2718,C,Running Contract
5933,4631,971213,1937-03-07,87528,24,3647,C,Running Contract
6574,7745,971220,1944-03-06,77544,36,2154,C,Running Contract
6399,6902,971221,1945-03-07,49320,36,1370,C,Running Contract
7187,10711,971224,1948-03-06,24180,60,403,C,Running Contract
6353,6686,971225,1949-03-07,116496,24,4854,C,Running Contract
5043,339,971225,1949-03-07,468060,60,7801,C,Running Contract
5469,2445,971226,1950-03-07,293160,60,4886,C,Running Contract
5976,4794,971227,1951-03-07,465504,48,9698,D,Client in Debt
6059,5196,971228,1952-03-06,79824,12,6652,A,Contract Finished
5799,4052,971228,1952-03-06,106128,36,2948,C,Running Contract
6147,5602,971228,1952-03-06,177504,48,3698,C,Running Contract
6254,6157,971228,1952-03-06,247920,48,5165,C,Running Contract
7100,10280,971231,1955-03-07,348120,60,5802,C,Running Contract
7147,10478,980102,1925-04-08,267600,48,5575,C,Running Contract
5909,4550,980103,1926-04-08,61320,60,1022,C,Running Contract
7037,10022,980103,1926-04-08,218064,48,4543,C,Running Contract
5782,3953,980104,1927-04-08,63576,12,5298,C,Running Contract
6237,6075,980106,1929-04-08,407952,48,8499,D,Client in Debt
6552,7632,980108,1931-04-08,170448,48,3551,C,Running Contract
7067,10134,980111,1934-04-08,136368,24,5682,C,Running Contract
5320,1819,980111,1934-04-08,143676,36,3991,C,Running Contract
5930,4616,980112,1935-04-08,66696,24,2779,C,Running Contract
6486,7240,980115,1938-04-08,152160,60,2536,C,Running Contract
5245,1407,980117,1940-04-07,125472,24,5228,C,Running Contract
6643,8038,980118,1941-04-08,35856,24,1494,C,Running Contract
5260,1480,980119,1942-04-08,123300,36,3425,C,Running Contract
5569,2936,980120,1943-04-08,504000,60,8400,C,Running Contract
7110,10345,980121,1944-04-07,31260,12,2605,C,Running Contract
7139,10445,980122,1945-04-08,23412,12,1951,C,Running Contract
6791,8926,980123,1946-04-08,566640,60,9444,C,Running Contract
5360,2035,980125,1948-04-07,176328,36,4898,C,Running Contract
5287,1638,980126,1949-04-08,64224,24,2676,C,Running Contract
6553,7636,980126,1949-04-08,42384,12,3532,C,Running Contract
7072,10148,980127,1950-04-08,22104,12,1842,C,Running Contract
6044,5133,980127,1950-04-08,57060,12,4755,C,Running Contract
5332,1869,980129,1952-04-07,37944,36,1054,C,Running Contract
6866,9201,980205,1928-05-08,122472,24,5103,C,Running Contract
6633,7997,980205,1928-05-08,160656,24,6694,C,Running Contract
6926,9455,980207,1930-05-09,374760,60,6246,C,Running Contract
6442,7082,980208,1931-05-09,194160,48,4045,C,Running Contract
5889,4456,980209,1932-05-08,321240,60,5354,C,Running Contract
5765,3875,980210,1933-05-09,153936,24,6414,C,Running Contract
5124,785,980212,1935-05-09,156096,36,4336,C,Running Contract
5491,2545,980213,1936-05-08,428784,48,8933,C,Running Contract
6730,8523,980215,1938-05-09,93036,12,7753,C,Running Contract
7151,10493,980218,1941-05-09,133800,24,5575,C,Running Contract
5140,873,980224,1947-05-09,178500,60,2975,C,Running Contract
7171,10650,980224,1947-05-09,196224,48,4088,C,Running Contract
6568,7713,980225,1948-05-08,220440,60,3674,C,Running Contract
6861,9179,980228,1951-05-09,215040,60,3584,C,Running Contract
6855,9153,980301,1924-06-06,52236,36,1451,C,Running Contract
7129,10404,980301,1924-06-06,194280,60,3238,C,Running Contract
5384,2142,980307,1930-06-06,23328,12,1944,C,Running Contract
6859,9167,980307,1930-06-06,272220,60,4537,C,Running Contract
5772,3906,980308,1931-06-06,334620,60,5577,C,Running Contract
5665,3390,980311,1934-06-06,40632,12,3386,C,Running Contract
6495,7274,980312,1935-06-06,49044,12,4087,C,Running Contract
5061,440,980313,1936-06-06,84288,48,1756,C,Running Contract
6948,9560,980315,1938-06-06,157068,36,4363,C,Running Contract
5773,3907,980316,1939-06-06,133848,24,5577,C,Running Contract
6052,5164,980323,1946-06-06,22356,36,621,C,Running Contract
6682,8225,980330,1953-06-06,36204,12,3017,D,Client in Debt
6083,5305,980331,1954-06-06,240528,48,5011,C,Running Contract
6962,9646,980402,1925-07-07,279072,48,5814,C,Running Contract
5158,1004,980411,1934-07-07,188532,36,5237,C,Running Contract
6464,7156,980416,1939-07-07,49488,24,2062,C,Running Contract
5172,1083,980416,1939-07-07,50976,36,1416,C,Running Contract
5582,2982,980417,1940-07-07,41256,12,3438,C,Running Contract
6136,5572,980419,1942-07-07,140880,60,2348,C,Running Contract
6235,6062,980419,1942-07-07,321360,60,5356,C,Running Contract
6508,7437,980419,1942-07-07,110736,48,2307,C,Running Contract
4968,38,980419,1942-07-07,110736,48,2307,C,Running Contract
6632,7990,980423,1946-07-07,144960,48,3020,C,Running Contract
7195,10774,980423,1946-07-07,339168,48,7066,C,Running Contract
5525,2720,980427,1950-07-07,93888,36,2608,C,Running Contract
6320,6495,980428,1951-07-07,104964,12,8747,C,Running Contract
6766,8784,980428,1951-07-07,74352,24,3098,C,Running Contract
6872,9227,980429,1952-07-07,191580,60,3193,C,Running Contract
5906,4533,980505,1928-08-06,81144,36,2254,C,Running Contract
7172,10652,980507,1930-08-06,45720,12,3810,C,Running Contract
6571,7733,980512,1935-08-06,140064,24,5836,C,Running Contract
5616,3143,980515,1938-08-06,130896,24,5454,C,Running Contract
6312,6453,980517,1940-08-06,10944,36,304,C,Running Contract
6470,7181,980517,1940-08-06,49872,12,4156,C,Running Contract
5147,938,980521,1944-08-06,22260,60,371,C,Running Contract
5501,2622,980521,1944-08-06,136344,24,5681,C,Running Contract
6436,7049,980522,1945-08-06,495180,60,8253,C,Running Contract
5699,3562,980524,1947-08-06,174960,24,7290,C,Running Contract
5313,1776,980527,1950-08-06,43200,24,1800,C,Running Contract
6234,6061,980528,1951-08-06,5148,12,429,C,Running Contract
6569,7721,980528,1951-08-06,45456,12,3788,C,Running Contract
7202,10812,980529,1952-08-06,140688,48,2931,C,Running Contract
5683,3460,980529,1952-08-06,140688,48,2931,C,Running Contract
5034,303,980530,1953-08-06,112752,36,3132,C,Running Contract
5435,2279,980601,1924-09-06,314688,48,6556,C,Running Contract
5815,4116,980603,1926-09-06,151200,36,4200,C,Running Contract
5589,3005,980605,1928-09-06,390000,48,8125,C,Running Contract
6746,8639,980606,1929-09-06,185640,60,3094,C,Running Contract
6790,8919,980608,1931-09-06,76104,24,3171,C,Running Contract
6857,9159,980608,1931-09-06,69600,48,1450,C,Running Contract
6450,7099,980610,1933-09-06,234336,48,4882,C,Running Contract
7221,10915,980611,1934-09-06,152460,60,2541,C,Running Contract
5527,2728,980615,1938-09-06,156420,60,2607,C,Running Contract
5620,3161,980616,1939-09-06,30012,12,2501,C,Running Contract
6215,5944,980618,1941-09-06,78720,48,1640,C,Running Contract
7167,10644,980618,1941-09-06,269964,36,7499,C,Running Contract
5823,4144,980621,1944-09-06,212976,36,5916,C,Running Contract
6207,5912,980623,1946-09-06,184620,60,3077,C,Running Contract
6932,9491,980625,1948-09-06,225504,48,4698,C,Running Contract
5669,3403,980627,1950-09-06,71820,36,1995,C,Running Contract
5154,993,980701,1924-10-06,108720,60,1812,C,Running Contract
7168,10645,980705,1928-10-06,208332,36,5787,C,Running Contract
5585,2988,980708,1931-10-06,88608,12,7384,C,Running Contract
7200,10799,980711,1934-10-06,31140,60,519,C,Running Contract
6539,7559,980711,1934-10-06,12792,12,1066,C,Running Contract
5774,3916,980712,1935-10-06,96984,36,2694,C,Running Contract
6357,6706,980712,1935-10-06,64860,60,1081,C,Running Contract
5042,330,980712,1935-10-06,331584,48,6908,C,Running Contract
5015,226,980712,1935-10-06,109344,12,9112,C,Running Contract
5354,2000,980714,1937-10-06,290820,60,4847,C,Running Contract
6054,5180,980716,1939-10-06,58764,12,4897,C,Running Contract
7295,11328,980718,1941-10-06,280440,60,4674,C,Running Contract
5365,2055,980719,1942-10-06,271260,60,4521,C,Running Contract
6755,8713,980724,1947-10-06,170700,60,2845,C,Running Contract
5991,4858,980727,1950-10-06,335184,48,6983,D,Client in Debt
7035,10005,980729,1952-10-06,210744,36,5854,C,Running Contract
5893,4467,980803,1926-11-06,86184,36,2394,C,Running Contract
7164,10613,980815,1938-11-06,249792,48,5204,C,Running Contract
5304,1718,980820,1943-11-06,172272,24,7178,C,Running Contract
5561,2910,980829,1952-11-06,437460,60,7291,C,Running Contract
5520,2699,980830,1953-11-06,231168,48,4816,C,Running Contract
5241,1389,980902,1925-12-07,125472,24,5228,C,Running Contract
7096,10257,980902,1925-12-07,37812,12,3151,C,Running Contract
6078,5283,980909,1932-12-07,170832,48,3559,C,Running Contract
5046,349,980909,1932-12-07,42816,12,3568,C,Running Contract
5334,1876,980910,1933-12-07,209040,24,8710,C,Running Contract
6969,9673,980912,1935-12-07,88200,36,2450,C,Running Contract
6821,9037,980915,1938-12-07,321936,48,6707,C,Running Contract
5760,3862,980918,1941-12-07,74916,36,2081,C,Running Contract
5614,3137,980921,1944-12-07,253560,60,4226,C,Running Contract
7091,10243,980922,1945-12-07,113436,36,3151,C,Running Contract
5698,3556,980922,1945-12-07,174840,60,2914,C,Running Contract
5169,1068,980924,1947-12-07,253200,60,4220,C,Running Contract
7294,11327,980927,1950-12-07,39168,24,1632,C,Running Contract
5318,1808,980930,1953-12-07,385584,48,8033,C,Running Contract
5368,2073,981005,1929-01-06,44640,24,1860,C,Running Contract
6923,9433,981005,1929-01-06,44640,24,1860,C,Running Contract
5463,2413,981006,1930-01-06,17952,12,1496,C,Running Contract
5265,1498,981007,1931-01-06,165780,60,2763,C,Running Contract
6321,6505,981008,1932-01-06,38496,12,3208,C,Running Contract
5226,1318,981011,1935-01-06,185544,36,5154,C,Running Contract
6868,9208,981012,1936-01-06,82128,24,3422,C,Running Contract
4967,37,981014,1938-01-06,318480,60,5308,D,Client in Debt
5293,1656,981029,1953-01-06,189792,48,3954,C,Running Contract
5865,4354,981030,1954-01-06,327660,60,5461,C,Running Contract
5841,4268,981104,1928-02-06,41988,12,3499,C,Running Contract
5526,2725,981108,1932-02-06,69624,36,1934,C,Running Contract
6852,9140,981110,1934-02-06,16032,48,334,C,Running Contract
6469,7180,981117,1941-02-06,99744,24,4156,C,Running Contract
6168,5698,981121,1945-02-06,99216,36,2756,C,Running Contract
7292,11317,981122,1946-02-06,317460,60,5291,C,Running Contract
5036,309,981125,1949-02-06,91248,48,1901,C,Running Contract
5644,3293,981127,1951-02-06,276084,36,7669,C,Running Contract
6856,9156,981201,1925-03-08,163332,36,4537,C,Running Contract
5428,2262,981202,1926-03-08,230220,36,6395,C,Running Contract
5027,276,981202,1926-03-08,160920,36,4470,C,Running Contract
4989,105,981205,1929-03-08,352704,48,7348,C,Running Contract
5221,1284,981205,1929-03-08,52512,12,4376,C,Running Contract
6402,6922,981206,1930-03-08,139488,24,5812,C,Running Contract
5346,1928,981206,1930-03-08,55632,24,2318,C,Running Contract
6748,8645,981208,1932-03-07,240900,60,4015,C,Running Contract
